Region,Province,City/Municipality,Type,Barangay
Region X (Northern Mindanao),Lanao del Norte,Tangcal,Municipality,Small Banisilon
Region X (Northern Mindanao),Lanao del Norte,Tangcal,Municipality,Small Meladoc
Region X (Northern Mindanao),Lanao del Norte,Tangcal,Municipality,Somiorang
Region X (Northern Mindanao),Lanao del Norte,Tangcal,Municipality,Tangcal Proper
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Barakanas
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Baris
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Bualan
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Bulod
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Camp V
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Candis
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Caniogan
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Dalama
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Kakai Renabor
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Kalilangan
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Licapao
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Malingao
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Palao
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Patudan
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Pigcarangan
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Pinpin
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Poblacion
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Pualas
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,San Antonio
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Santo Niño
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Taden
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Taguranao
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Tangueguiron
Region X (Northern Mindanao),Lanao del Norte,Tubod,Municipality,Tubaran
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Balintonga
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Banisilon
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Burgos
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Calube
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Caputol
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Casusan
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Conat
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Culpan
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Dalisay
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Dullan
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Ibabao
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Labo
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Lawa-an
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Lobogon
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Lumbayao
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Macubon
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Makawa
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Manamong
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Matipaz
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Maular
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Mitazan
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Mohon
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Monterico
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Nabuna
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Ospital
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Palayan
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Pelong
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Roxas
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,San Pedro
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Santa Ana
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Sinampongan
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Taguanao
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Tawi-tawi
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Toril
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Tubod
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Tuburan
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Tugaya
Region X (Northern Mindanao),Misamis Occidental,Aloran,Municipality,Zamora
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Del Pilar
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Landing
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Lumipac
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Lusot
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Mabini
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Magsaysay
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Misom
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Mitacas
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Naburos
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Northern Poblacion
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Punta Miray
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Punta Sulong
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Sinian
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Southern Poblacion
Region X (Northern Mindanao),Misamis Occidental,Baliangao,Municipality,Tugas
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Bag-ong Anonang
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Bagumbang
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Baybay
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Bolinsong
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Buenavista
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Buracan
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Calolot
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Demetrio Fernan
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Digson
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Dimalco
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Dullan
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Kanaokanao
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Liloan
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Linconan
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Lodiong
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Lower Usugan
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Mapurog
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Migpange
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Montol
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Pisa-an
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Poblacion
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Remedios
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Rufino Lumapas
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Sibuyon
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Tangab
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Tiaman
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Tusik
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,Municipality,Upper Usogan
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Bonifacio
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Bunawan
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Calaran
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Dapacan Alto
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Dapacan Bajo
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Don Bernardo Nery Pob.
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Langub
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Libertad
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Magcamiguing
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Mamalad
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Mauswagon
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Northern Poblacion
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Salvador
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,San Isidro
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Siloy
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Singalat
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Solinog
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Southwestern Poblacion
Region X (Northern Mindanao),Misamis Occidental,Calamba,Municipality,Sulipat
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Apil
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Binuangan
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Bolibol
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Buenavista
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Bunga
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Buntawan
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Burgos
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Canubay
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Ciriaco C. Pastrano
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Clarin Settlement
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Dolipos Alto
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Dolipos Bajo
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Dulapo
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Dullan Norte
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Dullan Sur
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Lamac Lower
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Lamac Upper
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Langcangan Lower
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Langcangan Proper
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Langcangan Upper
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Layawan
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Loboc Lower
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Loboc Upper
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Malindang
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Mialen
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Mobod
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Paypayan
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Pines
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Poblacion I
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Poblacion II
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Rizal Lower
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Rizal Upper
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,San Vicente Alto
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,San Vicente Bajo
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Sebucal
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Senote
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Taboc Norte
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Taboc Sur
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Talairon
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Talic
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Tipan
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Toliyok
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Tuyabang Alto
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Tuyabang Bajo
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Tuyabang Proper
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Victoria
Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,City,Villaflor
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,50th District
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Aguada
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Bacolod
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Bagakay
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Balintawak
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Banadero
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Baybay San Roque
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Baybay Santa Cruz
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Baybay Triunfo
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Bongbong
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Calabayan
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Capucao C.
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Capucao P.
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Carangan
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Carmen
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Catadman-Manabay
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Cavinte
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Cogon
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Dalapang
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Diguan
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Dimaluna
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Doña Consuelo
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Embargo
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Gala
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Gango
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Gotokan Daku
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Gotokan Diot
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Guimad
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Guingona
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Kinuman Norte
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Kinuman Sur
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Labinay
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Labo
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Lam-an
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Liposong
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Litapan
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Malaubang
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Manaka
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Maningcol
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Mentering
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Molicay
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Pantaon
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Pulot
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,San Antonio
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Sangay Daku
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Sangay Diot
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Sinuza
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Stimson Abordo
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Tabid
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Tinago
Region X (Northern Mindanao),Misamis Occidental,City of Ozamiz,City,Trigos
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Aquino
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Balatacan
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Baluk
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Banglay
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Barangay I - City Hall
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Barangay II - Marilou Annex
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Barangay III- Market Kalubian
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Barangay IV - St. Michael
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Barangay V - Malubog
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Barangay VI - Lower Polao
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Barangay VII - Upper Polao
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Bintana
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Bocator
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Bongabong
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Caniangan
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Capalaran
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Catagan
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Garang
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Guinabot
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Guinalaban
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Huyohoy
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Isidro D. Tan
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Kauswagan
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Kimat
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Labuyo
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Lorenzo Tan
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Lumban
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Maloro
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Manga
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Mantic
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Maquilao
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Matugnaw
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Migcanaway
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Minsubong
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Owayan
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Paiton
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Panalsalan
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Pangabuan
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Prenza
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Salimpuno
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,San Antonio
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,San Apolinario
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,San Vicente
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Santa Cruz
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Santa Maria
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Santo Niño
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Sicot
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Silanga
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Silangit
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Simasay
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Sumirap
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Taguite
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Tituron
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Tugas
Region X (Northern Mindanao),Misamis Occidental,City of Tangub,City,Villaba
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Bernad
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Bito-on
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Cabunga-an
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Canibungan Daku
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Canibungan Putol
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Canipacan
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Dalingap
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Dela Paz
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Dolores
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Gata Daku
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Gata Diot
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Guba
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Kinangay Norte
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Kinangay Sur
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Lapasan
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Lupagan
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Malibangcao
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Masabud
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Mialen
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Pan-ay
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Penacio
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Poblacion I
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Poblacion II
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Poblacion III
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Poblacion IV
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Sebasi
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Segatic Daku
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Segatic Diot
Region X (Northern Mindanao),Misamis Occidental,Clarin,Municipality,Tinacla-an
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Bagong Nayon
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Capule
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Guiban
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Laya-an
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Lingatongan
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Maligubaan
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Mantukoy
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Marugang
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,New Casul
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Poblacion
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Pogan
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Small Potongan
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Soso-on
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Upper Dapitan
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Upper Dioyo
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Upper Potongan
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Upper Salimpono
Region X (Northern Mindanao),Misamis Occidental,Concepcion,Municipality,Virayan
Region X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Municipality,Bagong Clarin
Region X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Municipality,Gandawan
Region X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Municipality,Lake Duminagat
Region X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Municipality,Lalud
Region X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Municipality,Lampasan
Region X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Municipality,Liboron
Region X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Municipality,Maramara
Region X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Municipality,Napangan
Region X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Municipality,Nueva Vista
Region X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Municipality,Petianan
Region X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Municipality,Tuno
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Adorable
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Butuay
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Carmen
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Corrales
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Dicoloc
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Gata
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Guintomoyan
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Macabayao
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Malibacsan
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Matugas Alto
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Matugas Bajo
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Mialem
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Nacional
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Naga
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Palilan
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Rizal
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,San Isidro
Region X (Northern Mindanao),Misamis Occidental,Jimenez,Municipality,Santa Cruz
